No.,Date and time,Pressure [BAR] (1),TOUGH SONIC [mm] (2),DRAW WIRE [MM] (3),RPM [none] (11)
589,2017-09-19 16:19:21.9,-34.32,1998,1.56,0
590,2017-09-19 16:19:22.9,-34.32,1995,1.56,12
591,2017-09-19 16:19:23.9,-34.32,1993,1.56,36
592,2017-09-19 16:19:24.9,-34.32,1996,1.56,48
593,2017-09-19 16:19:25.9,-34.32,1999,1.56,72
594,2017-09-19 16:19:26.9,-34.32,3143,1.56,72
595,2017-09-19 16:19:27.9,-34.32,1992,1.56,72
596,2017-09-19 16:19:28.9,-34.33,1992,1.56,72
597,2017-09-19 16:19:29.9,-34.33,1997,1.56,72
598,2017-09-19 16:19:30.9,-34.33,1995,1.56,24
599,2017-09-19 16:19:31.9,-34.34,1995,1.56,24
600,2017-09-19 16:19:32.9,-34.33,1998,1.56,24
601,2017-09-19 16:19:33.9,-34.33,1993,1.56,24
602,2017-09-19 16:19:34.9,-34.35,1991,1.56,24
603,2017-09-19 16:19:35.9,-34.35,1993,1.56,0
604,2017-09-19 16:19:36.9,-34.35,1993,1.56,0
