No.,Date and time,Pressure [BAR] (1),TOUGH SONIC [mm] (2)
575,2017-09-19 16:19:07.8,-34.32,1995
576,2017-09-19 16:19:08.8,-34.32,1995
577,2017-09-19 16:19:09.8,-34.32,1995
578,2017-09-19 16:19:10.8,-34.32,1996
579,2017-09-19 16:19:11.8,-34.32,1992
580,2017-09-19 16:19:12.8,-34.32,1993
581,2017-09-19 16:19:13.9,-34.32,1996
582,2017-09-19 16:19:14.9,-34.32,1999
583,2017-09-19 16:19:15.9,-34.3,1993
584,2017-09-19 16:19:16.9,-34.32,1994
585,2017-09-19 16:19:17.9,-34.32,1995
586,2017-09-19 16:19:18.9,-34.32,1993
587,2017-09-19 16:19:19.9,-34.32,1995
588,2017-09-19 16:19:20.9,-34.32,1991
589,2017-09-19 16:19:21.9,-34.32,1998
590,2017-09-19 16:19:22.9,-34.32,1995
591,2017-09-19 16:19:23.9,-34.32,1993
592,2017-09-19 16:19:24.9,-34.32,1996
593,2017-09-19 16:19:25.9,-34.32,1999
594,2017-09-19 16:19:26.9,-34.32,3143
595,2017-09-19 16:19:27.9,-34.32,1992
596,2017-09-19 16:19:28.9,-34.33,1992
597,2017-09-19 16:19:29.9,-34.33,1997
598,2017-09-19 16:19:30.9,-34.33,1995
599,2017-09-19 16:19:31.9,-34.34,1995
600,2017-09-19 16:19:32.9,-34.33,1998
601,2017-09-19 16:19:33.9,-34.33,1993
602,2017-09-19 16:19:34.9,-34.35,1991
603,2017-09-19 16:19:35.9,-34.35,1993
604,2017-09-19 16:19:36.9,-34.35,1993
