No.,Date and time,FORCE [none] (32),Max [none] (28),TORQE [NM] (11),TRAVEL [M] (3),TURN [pulses] (4),PIPE No [none] (15)
397,2017-10-12 15:37:46.1,112.7,3.265,0,0.283,609,2
398,2017-10-12 15:37:48.1,112.8,3.268,0,0.286,614,2
399,2017-10-12 15:37:50.1,112.5,3.271,0,0.289,618,2
400,2017-10-12 15:37:52.1,112.7,3.273,0,0.291,627,2
401,2017-10-12 15:37:54.1,112.7,3.273,0,0.291,640,2
402,2017-10-12 15:37:56.1,112.7,3.277,0,0.295,649,2
403,2017-10-12 15:37:58.1,112.6,3.281,0,0.299,657,2
404,2017-10-12 15:38:00.1,112.8,3.284,0,0.302,665,2
405,2017-10-12 15:38:02.1,112.8,3.287,0,0.305,666,2
406,2017-10-12 15:38:04.1,112.8,3.289,0,0.307,676,2
407,2017-10-12 15:38:06.1,113,3.29,0,0.308,690,2
408,2017-10-12 15:38:08.1,113,3.293,0,0.311,701,2
409,2017-10-12 15:38:10.1,112.8,3.297,0,0.315,712,2
410,2017-10-12 15:38:12.1,113.2,3.3,0,0.318,725,2
411,2017-10-12 15:38:14.1,113.2,3.302,0,0.32,737,2
412,2017-10-12 15:38:16.1,113.2,3.307,0,0.325,745,2
413,2017-10-12 15:38:18.1,112.8,3.311,0,0.329,751,2
414,2017-10-12 15:38:20.1,113.2,3.314,0,0.332,759,2
415,2017-10-12 15:38:22.1,113,3.318,0,0.336,770,2
416,2017-10-12 15:38:24.1,112.8,3.32,0,0.338,777,2
417,2017-10-12 15:38:26.1,113,3.327,0,0.345,788,2
418,2017-10-12 15:38:28.1,112.8,3.332,0,0.35,796,2
419,2017-10-12 15:38:30.1,112.8,3.337,0,0.355,802,2
420,2017-10-12 15:38:32.1,113,3.34,0,0.358,808,2
421,2017-10-12 15:38:34.1,113,3.347,0,0.365,814,2
422,2017-10-12 15:38:36.1,113.2,3.351,0,0.369,821,2
423,2017-10-12 15:38:38.1,112.9,3.354,0,0.372,825,2
424,2017-10-12 15:38:40.1,113.2,3.357,0,0.375,834,2
425,2017-10-12 15:38:42.1,112.9,3.363,0,0.381,841,2
426,2017-10-12 15:38:44.1,113.2,3.366,0,0.384,847,2
427,2017-10-12 15:38:46.1,112.8,3.371,0,0.389,854,2
428,2017-10-12 15:38:48.1,113.5,3.378,0,0.396,859,2
429,2017-10-12 15:38:50.1,113.2,3.383,0,0.401,864,2
430,2017-10-12 15:38:52.1,112.8,3.388,0,0.406,872,2
431,2017-10-12 15:38:54.1,112.7,3.393,0,0.411,880,2
432,2017-10-12 15:38:56.1,112.7,3.399,0,0.417,885,2
433,2017-10-12 15:38:58.1,112.7,3.406,0,0.424,889,2
434,2017-10-12 15:39:00.1,112.9,3.412,0,0.43,896,2
435,2017-10-12 15:39:02.1,112.8,3.417,0,0.435,901,2
436,2017-10-12 15:39:04.1,113.1,3.424,0,0.442,907,2
437,2017-10-12 15:39:06.1,112.5,3.428,0,0.446,912,2
438,2017-10-12 15:39:08.1,112.5,3.434,0,0.452,917,2
439,2017-10-12 15:39:10.1,112.3,3.439,0,0.457,922,2
440,2017-10-12 15:39:12.1,112.7,3.445,0,0.463,927,2
441,2017-10-12 15:39:14.1,112.5,3.45,0,0.468,933,2
442,2017-10-12 15:39:16.1,112.7,3.457,0,0.475,938,2
443,2017-10-12 15:39:18.1,112.7,3.461,0,0.479,940,2
444,2017-10-12 15:39:20.1,112.7,3.467,0,0.485,947,2
445,2017-10-12 15:39:22.1,113.2,3.472,0,0.49,953,2
446,2017-10-12 15:39:24.1,112.8,3.475,0,0.493,961,2
447,2017-10-12 15:39:26.1,112.7,3.481,0,0.499,967,2
448,2017-10-12 15:39:28.1,113,3.486,0,0.504,974,2
449,2017-10-12 15:39:30.1,112.9,3.491,0,0.509,981,2
450,2017-10-12 15:39:32.1,112.5,3.493,0,0.511,990,2
451,2017-10-12 15:39:34.1,112.7,3.502,0,0.52,996,2
452,2017-10-12 15:39:36.1,112.8,3.51,0,0.528,1002,2
453,2017-10-12 15:39:38.1,113,3.517,0,0.535,1011,2
454,2017-10-12 15:39:40.1,112.5,3.523,0,0.541,1016,2
455,2017-10-12 15:39:42.1,112.7,3.53,0,0.548,1023,2
456,2017-10-12 15:39:44.1,112.6,3.538,0,0.556,1028,2
457,2017-10-12 15:39:46.1,112.7,3.544,0,0.562,1037,2
458,2017-10-12 15:39:48.1,112.7,3.554,0,0.572,1041,2
459,2017-10-12 15:39:50.1,112.3,3.56,0,0.578,1051,2
460,2017-10-12 15:39:52.1,112.7,3.564,0,0.582,1056,2
461,2017-10-12 15:39:54.1,112.7,3.574,0,0.592,1062,2
462,2017-10-12 15:39:56.1,112.9,3.583,0,0.601,1069,2
463,2017-10-12 15:39:58.1,113,3.588,0,0.606,1075,2
464,2017-10-12 15:40:00.1,113,3.593,0,0.611,1081,2
465,2017-10-12 15:40:02.1,113,3.603,0,0.621,1088,2
466,2017-10-12 15:40:04.1,112.8,3.61,0,0.628,1096,2
467,2017-10-12 15:40:06.1,112.5,3.619,0,0.637,1104,2
468,2017-10-12 15:40:08.1,113,3.63,0,0.648,1111,2
469,2017-10-12 15:40:10.1,112.5,3.636,0,0.654,1118,2
470,2017-10-12 15:40:12.1,112.7,3.639,0,0.657,1123,2
471,2017-10-12 15:40:14.1,112.5,3.647,0,0.665,1131,2
472,2017-10-12 15:40:16.1,112.5,3.65,0,0.668,1138,2
473,2017-10-12 15:40:18.1,112.5,3.655,0,0.673,1144,2
474,2017-10-12 15:40:20.1,112.7,3.666,0,0.684,1150,2
475,2017-10-12 15:40:22.1,112.8,3.677,0,0.695,1156,2
476,2017-10-12 15:40:24.1,112.7,3.69,0,0.708,1162,2
477,2017-10-12 15:40:26.1,113,3.699,0,0.717,1168,2
478,2017-10-12 15:40:28.1,113,3.707,0,0.725,1173,2
479,2017-10-12 15:40:30.1,112.5,3.717,0,0.735,1179,2
480,2017-10-12 15:40:32.1,112.7,3.725,0,0.743,1185,2
481,2017-10-12 15:40:34.1,112.9,3.736,0,0.754,1191,2
482,2017-10-12 15:40:36.1,112.7,3.752,0,0.77,1197,2
483,2017-10-12 15:40:38.1,113,3.768,0,0.786,1204,2
484,2017-10-12 15:40:40.1,112.5,3.779,0,0.797,1209,2
485,2017-10-12 15:40:42.1,112.8,3.787,0,0.805,1215,2
486,2017-10-12 15:40:44.1,113.2,3.804,0,0.822,1220,2
487,2017-10-12 15:40:46.1,113,3.811,0,0.829,1231,2
488,2017-10-12 15:40:48.1,112.7,3.816,0,0.834,1239,2
489,2017-10-12 15:40:50.1,112.5,3.821,0,0.839,1248,2
490,2017-10-12 15:40:52.1,112.7,3.826,0,0.843,1257,2
491,2017-10-12 15:40:54.1,113.2,3.826,0,0.843,1264,2
492,2017-10-12 15:40:56.1,112.8,3.836,0,0.854,1273,2
493,2017-10-12 15:40:58.1,113,3.842,0,0.86,1280,2
494,2017-10-12 15:41:00.1,113.2,3.848,0,0.866,1288,2
495,2017-10-12 15:41:02.1,112.8,3.859,0,0.877,1295,2
496,2017-10-12 15:41:04.1,113,3.866,0,0.884,1301,2
497,2017-10-12 15:41:06.1,113,3.868,0,0.886,1309,2
498,2017-10-12 15:41:08.1,113,3.871,0,0.889,1319,2
499,2017-10-12 15:41:10.1,112.5,3.88,0,0.898,1325,2
500,2017-10-12 15:41:12.1,112.7,3.885,0,0.903,1331,2
501,2017-10-12 15:41:14.1,112.8,3.893,0,0.911,1338,2
502,2017-10-12 15:41:16.1,112.5,3.901,0,0.919,1344,2
503,2017-10-12 15:41:18.1,112.7,3.909,0,0.927,1353,2
504,2017-10-12 15:41:20.1,112.3,3.916,0,0.934,1361,2
505,2017-10-12 15:41:22.1,112.7,3.93,0,0.948,1369,2
506,2017-10-12 15:41:24.1,112.5,3.94,0,0.958,1379,2
507,2017-10-12 15:41:26.1,112.7,3.948,0,0.966,1389,2
508,2017-10-12 15:41:28.1,112.7,3.956,0,0.974,1398,2
509,2017-10-12 15:41:30.1,112.7,3.964,0,0.982,1408,2
510,2017-10-12 15:41:32.1,112.3,3.972,0,0.99,1416,2
511,2017-10-12 15:41:34.1,112.2,3.979,0,0.997,1420,2
512,2017-10-12 15:41:36.1,112.7,3.987,0,1.005,1429,2
513,2017-10-12 15:41:38.1,112.4,3.991,0,1.009,1432,2
514,2017-10-12 15:41:40.1,112.4,4.001,0,1.019,1440,2
515,2017-10-12 15:41:42.1,112.7,4.01,0,1.028,1447,2
516,2017-10-12 15:41:44.1,112.5,4.018,0,1.036,1454,2
517,2017-10-12 15:41:46.1,112.3,4.025,0,1.043,1460,2
518,2017-10-12 15:41:48.1,111.8,4.032,0,1.05,1467,2
519,2017-10-12 15:41:50.1,112.2,4.04,0,1.058,1471,2
520,2017-10-12 15:41:52.1,112.5,4.05,0,1.068,1481,2
521,2017-10-12 15:41:54.1,112.3,4.057,0,1.075,1494,2
522,2017-10-12 15:41:56.1,112.3,4.062,0,1.08,1507,2
523,2017-10-12 15:41:58.1,111.8,4.065,0,1.083,1517,2
524,2017-10-12 15:42:00.1,112.3,4.076,0,1.094,1524,2
525,2017-10-12 15:42:02.1,112.2,4.09,0,1.108,1532,2
526,2017-10-12 15:42:04.1,111.8,4.096,0,1.114,1544,2
527,2017-10-12 15:42:06.1,112.3,4.103,0,1.121,1551,2
528,2017-10-12 15:42:08.1,112.3,4.113,0,1.131,1558,2
529,2017-10-12 15:42:10.1,112.5,4.124,0,1.142,1565,2
530,2017-10-12 15:42:12.1,112.3,4.137,0,1.155,1572,2
531,2017-10-12 15:42:14.1,112.4,4.145,0,1.163,1578,2
532,2017-10-12 15:42:16.1,112.8,4.155,0,1.173,1585,2
533,2017-10-12 15:42:18.1,112.7,4.165,0,1.183,1586,2
534,2017-10-12 15:42:20.1,112.7,4.17,0,1.188,1592,2
535,2017-10-12 15:42:22.1,112.4,4.179,0,1.197,1599,2
536,2017-10-12 15:42:24.1,111.5,4.187,0,1.205,1603,2
537,2017-10-12 15:42:26.1,112,4.194,0,1.212,1606,2
538,2017-10-12 15:42:28.1,112,4.206,0,1.224,1612,2
539,2017-10-12 15:42:30.1,111.8,4.214,0,1.232,1617,2
540,2017-10-12 15:42:32.1,112,4.22,0,1.238,1620,2
541,2017-10-12 15:42:34.1,111.5,4.227,0,1.245,1623,2
542,2017-10-12 15:42:36.1,111.5,4.232,0,1.25,1626,2
543,2017-10-12 15:42:38.1,111.5,4.235,0,1.253,1628,2
544,2017-10-12 15:42:40.1,111.3,4.244,0,1.262,1631,2
545,2017-10-12 15:42:42.1,112,4.247,0,1.265,1634,2
546,2017-10-12 15:42:44.1,112,4.261,0,1.279,1637,2
547,2017-10-12 15:42:46.1,111.5,4.269,0,1.287,1639,2
548,2017-10-12 15:42:48.1,111.5,4.271,0,1.289,1642,2
549,2017-10-12 15:42:50.1,112,4.277,0,1.295,1645,2
550,2017-10-12 15:42:52.1,111.7,4.285,0,1.303,1648,2
551,2017-10-12 15:42:54.1,111.8,4.294,0,1.312,1651,2
552,2017-10-12 15:42:56.1,111.5,4.299,0,1.317,1655,2
553,2017-10-12 15:42:58.1,111.5,4.308,0,1.326,1658,2
554,2017-10-12 15:43:00.1,111.3,4.312,0,1.33,1658,2
555,2017-10-12 15:43:02.1,111.5,4.315,0,1.333,1658,2
556,2017-10-12 15:43:04.1,111.5,4.32,0,1.338,1660,2
557,2017-10-12 15:43:06.1,111.4,4.329,0,1.347,1663,2
558,2017-10-12 15:43:08.1,112,4.331,0,1.349,1666,2
559,2017-10-12 15:43:10.1,111.9,4.339,0,1.357,1669,2
560,2017-10-12 15:43:12.1,111.5,4.343,0,1.361,1672,2
561,2017-10-12 15:43:14.1,111.5,4.346,0,1.364,1675,2
562,2017-10-12 15:43:16.1,111.5,4.349,0,1.367,1679,2
563,2017-10-12 15:43:18.1,111,4.354,0,1.372,1682,2
564,2017-10-12 15:43:20.1,111.2,4.358,0,1.376,1685,2
565,2017-10-12 15:43:22.1,111,4.361,0,1.379,1689,2
566,2017-10-12 15:43:24.1,111.3,4.367,0,1.385,1692,2
567,2017-10-12 15:43:26.1,111.3,4.37,0,1.388,1696,2
568,2017-10-12 15:43:28.1,111.5,4.375,0,1.393,1700,2
569,2017-10-12 15:43:30.1,111.2,4.379,0,1.397,1701,2
570,2017-10-12 15:43:32.1,111.5,4.383,0,1.401,1704,2
571,2017-10-12 15:43:34.1,111.5,4.388,0,1.406,1708,2
572,2017-10-12 15:43:36.1,111.5,4.392,0,1.41,1712,2
573,2017-10-12 15:43:38.1,112,4.396,0,1.414,1716,2
574,2017-10-12 15:43:40.1,111.8,4.4,0,1.418,1719,2
575,2017-10-12 15:43:42.1,111.5,4.404,0,1.422,1723,2
576,2017-10-12 15:43:44.1,111.5,4.406,0,1.424,1727,2
577,2017-10-12 15:43:46.1,111.7,4.41,0,1.428,1730,2
578,2017-10-12 15:43:48.1,111.5,4.413,0,1.431,1733,2
579,2017-10-12 15:43:50.1,111.9,4.418,0,1.436,1737,2
580,2017-10-12 15:43:52.1,111.8,4.425,0,1.443,1740,2
581,2017-10-12 15:43:54.1,111.7,4.437,0,1.455,1743,2
582,2017-10-12 15:43:56.1,111.3,4.446,0,1.464,1746,2
583,2017-10-12 15:43:58.1,111.3,4.453,0,1.471,1749,2
584,2017-10-12 15:44:00.1,111.5,4.457,0,1.475,1752,2
585,2017-10-12 15:44:02.1,111.5,4.463,0,1.481,1755,2
586,2017-10-12 15:44:04.1,111.5,4.47,0,1.488,1758,2
587,2017-10-12 15:44:06.1,111.5,4.475,0,1.493,1761,2
588,2017-10-12 15:44:08.1,111.5,4.484,0,1.502,1765,2
589,2017-10-12 15:44:10.1,111.5,4.486,0,1.504,1769,2
590,2017-10-12 15:44:12.1,111.5,4.489,0,1.507,1773,2
591,2017-10-12 15:44:14.1,111.3,4.491,0,1.509,1778,2
592,2017-10-12 15:44:16.1,111.5,4.493,0,1.511,1783,2
593,2017-10-12 15:44:18.1,111.5,4.496,0,1.514,1787,2
594,2017-10-12 15:44:20.1,111.5,4.498,0,1.516,1789,2
595,2017-10-12 15:44:22.1,111.5,4.5,0,1.518,1790,2
596,2017-10-12 15:44:24.1,111.3,4.501,0,1.519,1796,2
597,2017-10-12 15:44:26.1,111.3,4.502,0,1.52,1801,2
598,2017-10-12 15:44:28.1,111.3,4.506,0,1.524,1804,2
599,2017-10-12 15:44:30.1,111.2,4.509,0,1.527,1808,2
600,2017-10-12 15:44:32.1,111.2,4.512,0,1.53,1813,2
601,2017-10-12 15:44:34.1,111.6,4.515,0,1.533,1816,2
602,2017-10-12 15:44:36.1,111.7,4.517,0,1.535,1819,2
603,2017-10-12 15:44:38.1,111.5,4.52,0,1.538,1819,2
604,2017-10-12 15:44:40.1,111.4,4.523,0,1.541,1824,2
605,2017-10-12 15:44:42.1,111.7,4.525,0,1.543,1828,2
606,2017-10-12 15:44:44.1,111.3,4.528,0,1.546,1833,2
607,2017-10-12 15:44:46.1,112.2,4.53,0,1.548,1838,2
608,2017-10-12 15:44:48.1,111.8,4.534,0,1.552,1842,2
609,2017-10-12 15:44:50.1,111.8,4.536,0,1.554,1843,2
610,2017-10-12 15:44:52.1,111.5,4.537,0,1.555,1846,2
611,2017-10-12 15:44:54.1,111.5,4.54,0,1.558,1850,2
612,2017-10-12 15:44:56.1,111.3,4.542,0,1.56,1855,2
613,2017-10-12 15:44:58.1,111.4,4.546,0,1.564,1860,2
614,2017-10-12 15:45:00.1,111.5,4.549,0,1.567,1864,2
615,2017-10-12 15:45:02.1,111.3,4.553,0,1.571,1868,2
616,2017-10-12 15:45:04.1,111.3,4.556,0,1.574,1872,2
617,2017-10-12 15:45:06.1,111.3,4.559,0,1.577,1876,2
618,2017-10-12 15:45:08.1,111.2,4.563,0,1.581,1881,2
619,2017-10-12 15:45:10.1,111,4.567,0,1.585,1886,2
620,2017-10-12 15:45:12.1,111,4.569,0,1.587,1890,2
621,2017-10-12 15:45:14.1,111,4.57,0,1.588,1894,2
622,2017-10-12 15:45:16.1,111.5,4.572,0,1.59,1898,2
623,2017-10-12 15:45:18.1,111.3,4.575,0,1.593,1901,2
624,2017-10-12 15:45:20.1,111.2,4.579,0,1.597,1904,2
625,2017-10-12 15:45:22.1,111.2,4.583,0,1.601,1908,2
626,2017-10-12 15:45:24.1,111.3,4.586,0,1.604,1910,2
627,2017-10-12 15:45:26.1,111.3,4.589,0,1.607,1914,2
628,2017-10-12 15:45:28.1,111.3,4.593,0,1.611,1919,2
629,2017-10-12 15:45:30.1,110.8,4.597,0,1.615,1923,2
630,2017-10-12 15:45:32.1,111,4.605,0,1.623,1927,2
631,2017-10-12 15:45:34.1,111,4.61,0,1.628,1930,2
632,2017-10-12 15:45:36.1,111.5,4.612,0,1.63,1934,2
633,2017-10-12 15:45:38.1,111.3,4.617,0,1.635,1938,2
634,2017-10-12 15:45:40.1,111.3,4.623,0,1.641,1941,2
635,2017-10-12 15:45:42.1,111.3,4.629,0,1.647,1946,2
636,2017-10-12 15:45:44.1,111,4.634,0,1.652,1950,2
637,2017-10-12 15:45:46.1,111.2,4.64,0,1.658,1954,2
638,2017-10-12 15:45:48.1,110.8,4.647,0,1.665,1958,2
639,2017-10-12 15:45:50.1,111.2,4.657,0,1.675,1962,2
640,2017-10-12 15:45:52.1,111.2,4.664,0,1.682,1967,2
641,2017-10-12 15:45:54.1,110.8,4.673,0,1.691,1971,2
642,2017-10-12 15:45:56.1,111,4.682,0,1.7,1975,2
643,2017-10-12 15:45:58.1,111.5,4.692,0,1.71,1978,2
644,2017-10-12 15:46:00.1,111,4.698,0,1.716,1978,2
645,2017-10-12 15:46:02.1,111.2,4.705,0,1.723,1982,2
646,2017-10-12 15:46:04.1,111.2,4.714,0,1.732,1986,2
647,2017-10-12 15:46:06.1,110.8,4.727,0,1.745,1989,2
648,2017-10-12 15:46:08.1,111,4.733,0,1.751,1993,2
649,2017-10-12 15:46:10.1,110.8,4.749,0,1.767,1998,2
650,2017-10-12 15:46:12.1,110.8,4.757,0,1.775,2002,2
651,2017-10-12 15:46:14.1,110.7,4.764,0,1.782,2005,2
652,2017-10-12 15:46:16.1,111.2,4.785,0,1.803,2005,2
653,2017-10-12 15:46:18.1,111.2,4.789,0,1.807,2008,2
654,2017-10-12 15:46:20.1,111.2,4.799,0,1.817,2012,2
655,2017-10-12 15:46:22.1,111.3,4.807,0,1.825,2016,2
656,2017-10-12 15:46:24.1,111.3,4.819,0,1.837,2020,2
657,2017-10-12 15:46:26.1,111.2,4.828,0,1.846,2022,2
658,2017-10-12 15:46:28.1,111.1,4.837,0,1.855,2025,2
659,2017-10-12 15:46:30.1,111.2,4.845,0,1.863,2029,2
660,2017-10-12 15:46:32.1,111.5,4.853,0,1.871,2032,2
661,2017-10-12 15:46:34.1,111.2,4.864,0,1.882,2036,2
662,2017-10-12 15:46:36.1,111.2,4.869,0,1.887,2040,2
663,2017-10-12 15:46:38.1,111.2,4.875,0,1.893,2044,2
664,2017-10-12 15:46:40.1,111,4.886,0,1.904,2048,2
665,2017-10-12 15:46:42.1,110.8,4.893,0,1.911,2052,2
666,2017-10-12 15:46:44.1,111,4.897,0,1.915,2056,2
667,2017-10-12 15:46:46.1,111,4.902,0,1.92,2060,2
668,2017-10-12 15:46:48.1,111.3,4.909,0,1.927,2065,2
669,2017-10-12 15:46:50.1,110.9,4.918,0,1.936,2069,2
670,2017-10-12 15:46:52.1,110.9,4.926,0,1.944,2074,2
671,2017-10-12 15:46:54.1,110.8,4.934,0,1.952,2078,2
672,2017-10-12 15:46:56.1,110.8,4.939,0,1.957,2082,2
673,2017-10-12 15:46:58.1,111.2,4.945,0,1.963,2086,2
674,2017-10-12 15:47:00.1,111,4.951,0,1.969,2087,2
675,2017-10-12 15:47:02.1,110.7,4.954,0,1.972,2091,2
676,2017-10-12 15:47:04.1,111.2,4.958,0,1.976,2094,2
677,2017-10-12 15:47:06.1,111,4.961,0,1.979,2099,2
678,2017-10-12 15:47:08.1,110.8,4.965,0,1.983,2103,2
679,2017-10-12 15:47:10.1,111,4.972,0,1.99,2108,2
680,2017-10-12 15:47:12.1,111.2,4.977,0,1.995,2112,2
681,2017-10-12 15:47:14.1,111,4.984,0,2.002,2116,2
682,2017-10-12 15:47:16.1,111.1,4.989,0,2.007,2122,2
683,2017-10-12 15:47:18.1,110.8,4.992,0,2.01,2127,2
684,2017-10-12 15:47:20.1,111,4.997,0,2.015,2132,2
685,2017-10-12 15:47:22.1,111.5,5.002,0,2.02,2137,2
686,2017-10-12 15:47:24.1,111.2,5.009,0,2.027,2141,2
687,2017-10-12 15:47:26.1,111.5,5.014,0,2.032,2146,2
688,2017-10-12 15:47:28.1,111.5,5.02,0,2.038,2151,2
689,2017-10-12 15:47:30.1,111,5.024,0,2.042,2156,2
690,2017-10-12 15:47:32.1,110.8,5.029,0,2.047,2161,2
691,2017-10-12 15:47:34.1,111.2,5.032,0,2.05,2165,2
692,2017-10-12 15:47:36.1,111.2,5.036,0,2.054,2170,2
693,2017-10-12 15:47:38.1,111.3,5.041,0,2.059,2174,2
694,2017-10-12 15:47:40.1,111,5.045,0,2.063,2178,2
695,2017-10-12 15:47:42.1,111.3,5.048,0,2.066,2182,2
696,2017-10-12 15:47:44.1,111,5.051,0,2.069,2187,2
697,2017-10-12 15:47:46.1,111,5.055,0,2.073,2192,2
698,2017-10-12 15:47:48.1,110.8,5.06,0,2.078,2197,2
699,2017-10-12 15:47:50.1,111.2,5.067,0,2.085,2202,2
700,2017-10-12 15:47:52.1,111,5.095,0,2.113,2208,2
701,2017-10-12 15:47:54.1,110.8,5.114,0,2.132,2213,2
702,2017-10-12 15:47:56.1,111,5.114,0,2.132,2218,2
703,2017-10-12 15:47:58.1,110.8,5.119,0,2.137,2221,2
704,2017-10-12 15:48:00.1,111.2,5.122,0,2.14,2226,2
705,2017-10-12 15:48:02.1,110.8,5.128,0,2.146,2231,2
706,2017-10-12 15:48:04.1,110.8,5.134,0,2.152,2236,2
707,2017-10-12 15:48:06.1,110.8,5.142,0,2.16,2240,2
708,2017-10-12 15:48:08.1,110.8,5.15,0,2.168,2245,2
709,2017-10-12 15:48:10.1,110.8,5.153,0,2.171,2249,2
710,2017-10-12 15:48:12.1,110.8,5.157,0,2.175,2254,2
711,2017-10-12 15:48:14.1,110.8,5.161,0,2.179,2254,2
712,2017-10-12 15:48:16.1,110.8,5.168,0,2.186,2255,2
713,2017-10-12 15:48:18.1,111,5.172,0,2.19,2256,2
714,2017-10-12 15:48:20.1,110.8,5.177,0,2.195,2256,2
715,2017-10-12 15:48:22.1,110.8,5.182,0,2.2,2256,2
716,2017-10-12 15:48:24.1,110.8,5.189,0,2.207,2262,2
717,2017-10-12 15:48:26.1,110.7,5.193,0,2.211,2265,2
718,2017-10-12 15:48:28.1,110.7,5.198,0,2.216,2269,2
719,2017-10-12 15:48:30.1,110.5,5.204,0,2.222,2274,2
720,2017-10-12 15:48:32.1,110.3,5.209,0,2.227,2279,2
721,2017-10-12 15:48:34.1,110.3,5.213,0,2.231,2284,2
722,2017-10-12 15:48:36.1,110.2,5.219,0,2.237,2289,2
723,2017-10-12 15:48:38.1,110.3,5.226,0,2.244,2294,2
724,2017-10-12 15:48:40.1,110.3,5.237,0,2.255,2299,2
725,2017-10-12 15:48:42.1,110.3,5.245,0,2.263,2304,2
726,2017-10-12 15:48:44.1,110.3,5.252,0,2.27,2309,2
727,2017-10-12 15:48:46.1,110.5,5.264,0,2.282,2314,2
728,2017-10-12 15:48:48.1,110.4,5.272,0,2.29,2319,2
729,2017-10-12 15:48:50.1,110.5,5.281,0,2.299,2325,2
730,2017-10-12 15:48:52.1,110.3,5.289,0,2.307,2328,2
731,2017-10-12 15:48:54.1,110.5,5.296,0,2.314,2333,2
732,2017-10-12 15:48:56.1,111,5.302,0,2.32,2339,2
733,2017-10-12 15:48:58.1,110.7,5.311,0,2.329,2344,2
734,2017-10-12 15:49:00.1,110.5,5.318,0,2.336,2350,2
735,2017-10-12 15:49:02.1,110.3,5.325,0,2.343,2355,2
736,2017-10-12 15:49:04.1,110.5,5.331,0,2.349,2361,2
737,2017-10-12 15:49:06.1,110.3,5.339,0,2.357,2367,2
738,2017-10-12 15:49:08.1,110.3,5.347,0,2.365,2373,2
739,2017-10-12 15:49:10.1,110.5,5.354,0,2.372,2377,2
740,2017-10-12 15:49:12.1,110.5,5.36,0,2.378,2382,2
741,2017-10-12 15:49:14.1,110.7,5.369,0,2.387,2387,2
742,2017-10-12 15:49:16.1,110.5,5.376,0,2.394,2392,2
743,2017-10-12 15:49:18.1,110.5,5.38,0,2.398,2398,2
744,2017-10-12 15:49:20.1,110.5,5.383,0,2.401,2404,2
745,2017-10-12 15:49:22.1,110.5,5.388,0,2.406,2409,2
746,2017-10-12 15:49:24.1,111,5.395,0,2.413,2414,2
747,2017-10-12 15:49:26.1,110.5,5.41,0,2.428,2420,2
748,2017-10-12 15:49:28.1,110.7,5.418,0,2.436,2425,2
749,2017-10-12 15:49:30.1,110.7,5.425,0,2.443,2431,2
750,2017-10-12 15:49:32.1,110.7,5.432,0,2.45,2436,2
751,2017-10-12 15:49:34.1,110.5,5.446,0,2.464,2442,2
752,2017-10-12 15:49:36.1,110.3,5.456,0,2.474,2449,2
753,2017-10-12 15:49:38.1,110,5.469,0,2.487,2455,2
754,2017-10-12 15:49:40.1,110.5,5.478,0,2.496,2462,2
755,2017-10-12 15:49:42.1,110.5,5.485,0,2.503,2468,2
756,2017-10-12 15:49:44.1,110.5,5.495,0,2.513,2475,2
757,2017-10-12 15:49:46.1,111,5.504,0,2.522,2481,2
758,2017-10-12 15:49:48.1,110.8,5.515,0,2.533,2488,2
759,2017-10-12 15:49:50.1,110.4,5.523,0,2.541,2494,2
760,2017-10-12 15:49:52.1,110.7,5.527,0,2.545,2501,2
761,2017-10-12 15:49:54.1,110.7,5.54,0,2.558,2507,2
762,2017-10-12 15:49:56.1,110.3,5.551,0,2.569,2513,2
763,2017-10-12 15:49:58.1,110.7,5.562,0,2.58,2519,2
764,2017-10-12 15:50:00.1,110.8,5.572,0,2.59,2525,2
765,2017-10-12 15:50:02.1,110.7,5.581,0,2.599,2530,2
766,2017-10-12 15:50:04.1,110,5.585,0,2.603,2537,2
767,2017-10-12 15:50:06.1,110.5,5.587,0,2.605,2545,2
768,2017-10-12 15:50:08.1,110.3,5.596,0,2.614,2552,2
769,2017-10-12 15:50:10.1,110.5,5.603,0,2.621,2560,2
770,2017-10-12 15:50:12.1,110.3,5.606,0,2.624,2568,2
771,2017-10-12 15:50:14.1,110.1,5.614,0,2.632,2580,2
772,2017-10-12 15:50:16.1,110.3,5.623,0,2.641,2590,2
773,2017-10-12 15:50:18.1,110.3,5.63,0,2.648,2599,2
774,2017-10-12 15:50:20.1,110.3,5.634,0,2.652,2601,2
775,2017-10-12 15:50:22.1,110.3,5.641,0,2.659,2601,2
776,2017-10-12 15:50:24.1,110.3,5.645,0,2.663,2601,2
777,2017-10-12 15:50:26.1,110,5.653,0,2.671,2601,2
778,2017-10-12 15:50:28.1,110.3,5.661,0,2.679,2601,2
779,2017-10-12 15:50:30.1,110.5,5.667,0,2.685,2601,2
780,2017-10-12 15:50:32.1,110.2,5.677,0,2.695,2601,2
781,2017-10-12 15:50:34.1,110,5.681,0,2.699,2601,2
782,2017-10-12 15:50:36.1,110.2,5.686,0,2.704,2601,2
783,2017-10-12 15:50:38.1,110,5.691,0,2.709,2601,2
784,2017-10-12 15:50:40.1,109.8,5.698,0,2.716,2605,2
785,2017-10-12 15:50:42.1,109.7,5.71,0,2.728,2613,2
786,2017-10-12 15:50:44.1,110.2,5.715,0,2.733,2623,2
787,2017-10-12 15:50:46.1,109.8,5.722,0,2.74,2629,2
