No.,Date and time,FORCE [none] (32),Max [none] (28),TORQE [NM] (11),TRAVEL [M] (3),TURN [pulses] (4),PIPE No [none] (15)
58,2017-10-12 15:24:41.0,116.3,0.349,0,0.407,366,0
59,2017-10-12 15:24:43.0,116.5,0.349,0,0.407,366,0
60,2017-10-12 15:24:45.0,116.3,0.349,0,0.406,366,0
61,2017-10-12 15:24:47.0,116.3,0.349,0,0.406,366,0
62,2017-10-12 15:24:49.0,116.3,0.349,0,0.407,366,0
63,2017-10-12 15:24:51.0,116.3,0.349,0,0.406,366,0
64,2017-10-12 15:24:53.0,116.5,0.349,0,0.406,366,0
65,2017-10-12 15:24:55.0,116.3,0.349,0,0.406,366,0
66,2017-10-12 15:24:57.0,116,0.349,0,0.406,366,0
67,2017-10-12 15:24:59.0,116.3,0.349,0,0.406,366,0
68,2017-10-12 15:25:01.0,116.2,0.349,0,0.406,366,0
69,2017-10-12 15:25:03.0,116.5,0.349,0,0.406,366,0
70,2017-10-12 15:25:05.0,116.5,0.349,0,0.406,366,0
71,2017-10-12 15:25:07.0,116.5,0.349,0,0.406,366,0
72,2017-10-12 15:25:12.3,116.5,0.349,0,0.406,366,1
73,2017-10-12 15:25:49.1,115.5,0,0,0.061,0,1
74,2017-10-12 15:25:51.1,116,0.002,0,0.063,0,1
75,2017-10-12 15:25:53.1,116,0.008,0,0.069,4,1
76,2017-10-12 15:25:55.1,116,0.017,0,0.078,17,1
77,2017-10-12 15:25:57.1,116.5,0.024,0,0.085,29,1
78,2017-10-12 15:25:59.1,116,0.032,0,0.093,41,1
79,2017-10-12 15:26:01.1,116.1,0.036,0,0.097,51,1
80,2017-10-12 15:26:03.1,116.2,0.042,0,0.103,63,1
81,2017-10-12 15:26:05.1,116,0.05,0,0.111,74,1
82,2017-10-12 15:26:07.1,116.2,0.058,0,0.119,83,1
83,2017-10-12 15:26:09.1,116.7,0.066,0,0.127,95,1
84,2017-10-12 15:26:11.1,116,0.078,0,0.139,105,1
85,2017-10-12 15:26:13.1,116.7,0.093,0,0.154,116,1
86,2017-10-12 15:26:15.1,116.5,0.107,0,0.168,127,1
87,2017-10-12 15:26:17.1,116.2,0.12,0,0.181,136,1
88,2017-10-12 15:26:19.2,116.7,0.137,0,0.198,148,1
89,2017-10-12 15:26:21.2,116.7,0.151,0,0.212,158,1
90,2017-10-12 15:26:23.2,116.7,0.162,0,0.223,163,1
91,2017-10-12 15:26:25.2,116.5,0.171,0,0.232,173,1
92,2017-10-12 15:26:27.2,116.3,0.182,0,0.243,181,1
93,2017-10-12 15:26:29.2,116.7,0.199,0,0.26,188,1
94,2017-10-12 15:26:31.2,116.5,0.207,0,0.268,196,1
95,2017-10-12 15:26:33.2,116.3,0.223,0,0.284,207,1
96,2017-10-12 15:26:35.2,116,0.243,0,0.304,214,1
97,2017-10-12 15:26:37.2,116.2,0.259,0,0.32,224,1
98,2017-10-12 15:26:39.2,116.5,0.284,0,0.345,232,1
99,2017-10-12 15:26:41.2,116.2,0.308,0,0.369,238,1
100,2017-10-12 15:26:43.2,116.3,0.332,0,0.393,248,1
101,2017-10-12 15:26:45.2,116.3,0.344,0,0.405,256,1
102,2017-10-12 15:26:47.2,116.3,0.361,0,0.422,264,1
103,2017-10-12 15:26:49.2,116.2,0.39,0,0.451,270,1
104,2017-10-12 15:26:51.2,116.2,0.422,0,0.483,275,1
105,2017-10-12 15:26:53.2,116.3,0.437,0,0.498,282,1
106,2017-10-12 15:26:55.2,115.8,0.47,0,0.531,287,1
107,2017-10-12 15:26:57.2,116.5,0.47,0,0.531,295,1
108,2017-10-12 15:26:59.2,116.3,0.492,0,0.553,302,1
109,2017-10-12 15:27:01.2,116,0.512,0,0.573,307,1
110,2017-10-12 15:27:03.2,116.2,0.532,0,0.593,312,1
111,2017-10-12 15:27:05.2,116.3,0.554,0,0.615,319,1
112,2017-10-12 15:27:07.2,116.1,0.57,0,0.631,327,1
113,2017-10-12 15:27:09.2,116.1,0.587,0,0.648,337,1
114,2017-10-12 15:27:11.2,115.8,0.602,0,0.663,346,1
115,2017-10-12 15:27:13.2,115.8,0.615,0,0.676,355,1
116,2017-10-12 15:27:15.2,115.5,0.631,0,0.692,365,1
117,2017-10-12 15:27:17.2,116,0.645,0,0.706,375,1
118,2017-10-12 15:27:19.2,116,0.664,0,0.725,384,1
119,2017-10-12 15:27:21.2,115.8,0.684,0,0.745,395,1
120,2017-10-12 15:27:23.2,115.8,0.716,0,0.777,405,1
121,2017-10-12 15:27:25.2,115.4,0.752,0,0.813,412,1
122,2017-10-12 15:27:27.2,115.9,0.754,0,0.815,413,1
123,2017-10-12 15:27:29.2,115.5,0.754,0,0.815,417,1
124,2017-10-12 15:27:31.2,115.8,0.759,0,0.82,427,1
125,2017-10-12 15:27:33.2,115.5,0.778,0,0.839,437,1
126,2017-10-12 15:27:35.2,115.8,0.781,0,0.842,447,1
127,2017-10-12 15:27:37.2,116,0.79,0,0.851,458,1
128,2017-10-12 15:27:39.2,115.8,0.805,0,0.866,468,1
129,2017-10-12 15:27:41.2,115.8,0.813,0,0.874,478,1
130,2017-10-12 15:27:43.2,115.8,0.822,0,0.883,486,1
131,2017-10-12 15:27:45.2,115.8,0.829,0,0.89,492,1
132,2017-10-12 15:27:47.2,115.7,0.837,0,0.898,497,1
133,2017-10-12 15:27:49.2,115.7,0.842,0,0.903,504,1
134,2017-10-12 15:27:51.2,115.7,0.854,0,0.915,513,1
135,2017-10-12 15:27:53.2,115.3,0.863,0,0.924,520,1
136,2017-10-12 15:27:55.2,115.8,0.872,0,0.933,528,1
137,2017-10-12 15:27:57.2,115.5,0.884,0,0.945,536,1
138,2017-10-12 15:27:59.2,115.3,0.893,0,0.954,546,1
139,2017-10-12 15:28:01.2,115.3,0.904,0,0.965,555,1
140,2017-10-12 15:28:03.2,115.3,0.914,0,0.975,564,1
141,2017-10-12 15:28:05.2,115.7,0.929,0,0.99,573,1
142,2017-10-12 15:28:07.2,115.3,0.945,0,1.006,581,1
143,2017-10-12 15:28:09.2,115.4,0.96,0,1.021,590,1
144,2017-10-12 15:28:11.2,115.5,0.977,0,1.038,599,1
145,2017-10-12 15:28:13.2,115.3,0.987,0,1.048,608,1
146,2017-10-12 15:28:15.2,115.3,1.002,0,1.063,617,1
147,2017-10-12 15:28:17.2,116,1.013,0,1.074,627,1
148,2017-10-12 15:28:19.2,115.8,1.022,0,1.083,636,1
149,2017-10-12 15:28:21.2,115.7,1.039,0,1.1,646,1
150,2017-10-12 15:28:23.2,115.7,1.055,0,1.116,653,1
151,2017-10-12 15:28:25.2,115.6,1.066,0,1.127,658,1
152,2017-10-12 15:28:27.2,115.4,1.077,0,1.138,667,1
153,2017-10-12 15:28:29.2,115.3,1.09,0,1.151,676,1
154,2017-10-12 15:28:31.2,115.2,1.109,0,1.17,685,1
155,2017-10-12 15:28:33.2,115.3,1.127,0,1.188,695,1
156,2017-10-12 15:28:35.2,115.2,1.151,0,1.212,705,1
157,2017-10-12 15:28:37.2,114.8,1.165,0,1.226,713,1
158,2017-10-12 15:28:39.2,114.8,1.181,0,1.242,720,1
159,2017-10-12 15:28:41.2,114.5,1.203,0,1.264,725,1
160,2017-10-12 15:28:43.2,114.7,1.223,0,1.284,730,1
161,2017-10-12 15:28:45.2,114.8,1.236,0,1.297,738,1
162,2017-10-12 15:28:47.2,114.8,1.237,0,1.298,745,1
163,2017-10-12 15:28:49.2,115,1.237,0,1.298,753,1
164,2017-10-12 15:28:51.2,115,1.242,0,1.303,763,1
165,2017-10-12 15:28:53.2,115.7,1.248,0,1.309,773,1
166,2017-10-12 15:28:55.2,115,1.255,0,1.316,783,1
167,2017-10-12 15:28:57.2,115.2,1.265,0,1.326,792,1
168,2017-10-12 15:28:59.2,114.8,1.272,0,1.333,799,1
169,2017-10-12 15:29:01.2,114.5,1.277,0,1.338,804,1
170,2017-10-12 15:29:03.2,114.5,1.284,0,1.345,810,1
171,2017-10-12 15:29:05.2,114.8,1.289,0,1.35,815,1
172,2017-10-12 15:29:07.2,114.8,1.301,0,1.362,821,1
173,2017-10-12 15:29:09.2,114.5,1.313,0,1.374,827,1
174,2017-10-12 15:29:11.2,114.8,1.324,0,1.385,833,1
175,2017-10-12 15:29:13.2,114.7,1.333,0,1.394,839,1
176,2017-10-12 15:29:15.2,114.6,1.34,0,1.401,846,1
177,2017-10-12 15:29:17.2,115,1.348,0,1.409,851,1
178,2017-10-12 15:29:19.2,115,1.36,0,1.421,857,1
179,2017-10-12 15:29:21.2,115.2,1.369,0,1.43,863,1
180,2017-10-12 15:29:23.2,115,1.385,0,1.446,870,1
181,2017-10-12 15:29:25.2,115,1.395,0,1.456,878,1
182,2017-10-12 15:29:27.2,115,1.411,0,1.472,885,1
183,2017-10-12 15:29:29.2,115,1.424,0,1.485,892,1
184,2017-10-12 15:29:31.2,114.5,1.441,0,1.502,901,1
185,2017-10-12 15:29:33.2,114.8,1.457,0,1.518,910,1
186,2017-10-12 15:29:35.2,114.9,1.473,0,1.534,918,1
187,2017-10-12 15:29:37.2,114.7,1.496,0,1.557,926,1
188,2017-10-12 15:29:39.2,115,1.508,0,1.569,936,1
189,2017-10-12 15:29:41.2,115,1.523,0,1.584,945,1
190,2017-10-12 15:29:43.2,115,1.531,0,1.592,952,1
191,2017-10-12 15:29:45.2,115,1.544,0,1.605,959,1
192,2017-10-12 15:29:47.2,115,1.557,0,1.618,964,1
193,2017-10-12 15:29:49.2,114.8,1.578,0,1.639,969,1
194,2017-10-12 15:29:51.2,114.5,1.597,0,1.658,974,1
195,2017-10-12 15:29:53.2,114.7,1.616,0,1.677,979,1
196,2017-10-12 15:29:55.2,114.7,1.622,0,1.683,985,1
197,2017-10-12 15:29:57.2,114.5,1.635,0,1.696,990,1
198,2017-10-12 15:29:59.2,114.5,1.644,0,1.705,996,1
199,2017-10-12 15:30:01.2,114.3,1.651,0,1.712,1004,1
200,2017-10-12 15:30:03.2,114.7,1.663,0,1.724,1011,1
201,2017-10-12 15:30:05.2,114.5,1.672,0,1.733,1017,1
202,2017-10-12 15:30:07.2,115,1.681,0,1.742,1024,1
203,2017-10-12 15:30:09.2,115,1.689,0,1.75,1033,1
204,2017-10-12 15:30:11.2,115,1.698,0,1.759,1040,1
205,2017-10-12 15:30:13.2,115.2,1.709,0,1.77,1047,1
206,2017-10-12 15:30:15.2,114.7,1.722,0,1.783,1052,1
207,2017-10-12 15:30:17.2,115.2,1.738,0,1.799,1058,1
208,2017-10-12 15:30:19.2,114.8,1.751,0,1.812,1064,1
209,2017-10-12 15:30:21.2,115.1,1.761,0,1.822,1072,1
210,2017-10-12 15:30:23.2,114.8,1.774,0,1.835,1080,1
211,2017-10-12 15:30:25.2,114.7,1.785,0,1.846,1087,1
212,2017-10-12 15:30:27.2,115,1.795,0,1.856,1092,1
213,2017-10-12 15:30:29.2,114.3,1.807,0,1.868,1097,1
214,2017-10-12 15:30:31.2,114.5,1.819,0,1.88,1102,1
215,2017-10-12 15:30:33.2,114.5,1.832,0,1.893,1107,1
216,2017-10-12 15:30:35.2,114.1,1.847,0,1.908,1113,1
217,2017-10-12 15:30:37.2,114.5,1.861,0,1.922,1117,1
218,2017-10-12 15:30:39.2,114.5,1.875,0,1.936,1122,1
219,2017-10-12 15:30:41.2,114.6,1.892,0,1.953,1127,1
220,2017-10-12 15:30:43.2,114.7,1.911,0,1.972,1132,1
221,2017-10-12 15:30:45.2,114.7,1.913,0,1.974,1139,1
222,2017-10-12 15:30:47.2,114.5,1.938,0,1.999,1147,1
223,2017-10-12 15:30:49.2,114.5,1.955,0,2.016,1152,1
224,2017-10-12 15:30:51.2,114.5,1.973,0,2.034,1157,1
225,2017-10-12 15:30:53.2,114,1.989,0,2.05,1162,1
226,2017-10-12 15:30:55.2,114,2.008,0,2.069,1170,1
227,2017-10-12 15:30:57.2,114.7,2.033,0,2.094,1177,1
228,2017-10-12 15:30:59.2,114.5,2.061,0,2.122,1186,1
229,2017-10-12 15:31:01.2,114.6,2.082,0,2.143,1191,1
230,2017-10-12 15:31:03.2,114.7,2.105,0,2.166,1194,1
231,2017-10-12 15:31:05.2,114.2,2.13,0,2.191,1198,1
232,2017-10-12 15:31:07.2,114.5,2.146,0,2.207,1204,1
233,2017-10-12 15:31:09.2,114.5,2.16,0,2.221,1214,1
234,2017-10-12 15:31:11.2,114.3,2.16,0,2.221,1223,1
235,2017-10-12 15:31:13.2,114.3,2.16,0,2.217,1229,1
236,2017-10-12 15:31:15.2,114.7,2.165,0,2.226,1237,1
237,2017-10-12 15:31:17.2,114.3,2.177,0,2.238,1243,1
238,2017-10-12 15:31:19.2,114.1,2.19,0,2.251,1248,1
239,2017-10-12 15:31:21.2,114.1,2.201,0,2.262,1254,1
240,2017-10-12 15:31:23.2,114.1,2.212,0,2.273,1261,1
241,2017-10-12 15:31:25.2,114.2,2.222,0,2.283,1267,1
242,2017-10-12 15:31:27.2,114.3,2.238,0,2.299,1272,1
243,2017-10-12 15:31:29.2,114,2.25,0,2.311,1277,1
244,2017-10-12 15:31:31.2,114,2.26,0,2.321,1283,1
245,2017-10-12 15:31:33.2,113.8,2.272,0,2.333,1289,1
246,2017-10-12 15:31:35.2,113.8,2.279,0,2.34,1296,1
247,2017-10-12 15:31:37.2,114.2,2.292,0,2.353,1302,1
248,2017-10-12 15:31:39.2,114,2.307,0,2.368,1307,1
249,2017-10-12 15:31:41.2,114.2,2.319,0,2.38,1315,1
250,2017-10-12 15:31:43.2,114.1,2.329,0,2.39,1322,1
251,2017-10-12 15:31:45.2,114,2.342,0,2.403,1327,1
252,2017-10-12 15:31:47.2,114.5,2.352,0,2.413,1333,1
253,2017-10-12 15:31:49.2,114.3,2.366,0,2.427,1341,1
254,2017-10-12 15:31:51.2,114.3,2.38,0,2.441,1346,1
255,2017-10-12 15:31:53.2,114.5,2.39,0,2.451,1354,1
256,2017-10-12 15:31:55.2,114.5,2.414,0,2.475,1360,1
257,2017-10-12 15:31:57.2,114.3,2.436,0,2.497,1367,1
258,2017-10-12 15:31:59.2,114.5,2.443,0,2.503,1367,1
259,2017-10-12 15:32:01.2,114.3,2.443,0,2.503,1367,1
260,2017-10-12 15:32:03.2,114.5,2.445,0,2.506,1367,1
261,2017-10-12 15:32:05.2,114.3,2.457,0,2.518,1373,1
262,2017-10-12 15:32:07.2,114.1,2.472,0,2.533,1379,1
263,2017-10-12 15:32:09.2,114.7,2.482,0,2.543,1384,1
264,2017-10-12 15:32:11.2,114.3,2.494,0,2.555,1390,1
265,2017-10-12 15:32:13.2,114.5,2.499,0,2.56,1392,1
266,2017-10-12 15:32:15.2,115,2.499,0,2.56,1392,1
267,2017-10-12 15:32:17.2,114.5,2.499,0,2.56,1395,1
268,2017-10-12 15:32:19.2,114.5,2.499,0,2.56,1405,1
269,2017-10-12 15:32:21.2,115,2.502,0,2.563,1416,1
270,2017-10-12 15:32:23.2,114.5,2.506,0,2.567,1424,1
271,2017-10-12 15:32:25.2,114.1,2.512,0,2.573,1434,1
272,2017-10-12 15:32:27.2,114,2.517,0,2.578,1442,1
273,2017-10-12 15:32:29.2,114,2.522,0,2.583,1451,1
274,2017-10-12 15:32:31.2,114.3,2.527,0,2.588,1460,1
275,2017-10-12 15:32:33.2,114.2,2.531,0,2.592,1470,1
276,2017-10-12 15:32:35.2,114.2,2.539,0,2.6,1479,1
277,2017-10-12 15:32:37.2,114.5,2.546,0,2.607,1487,1
278,2017-10-12 15:32:39.2,114.7,2.558,0,2.619,1492,1
279,2017-10-12 15:32:41.2,114.3,2.565,0,2.626,1497,1
280,2017-10-12 15:32:43.2,114,2.574,0,2.635,1502,1
281,2017-10-12 15:32:45.2,114.5,2.581,0,2.642,1509,1
282,2017-10-12 15:32:47.2,114.3,2.581,0,2.641,1515,1
283,2017-10-12 15:32:49.2,114.3,2.592,0,2.653,1521,1
284,2017-10-12 15:32:51.2,114.7,2.602,0,2.663,1529,1
285,2017-10-12 15:32:53.2,114.3,2.613,0,2.674,1535,1
286,2017-10-12 15:32:55.2,114.2,2.626,0,2.687,1542,1
287,2017-10-12 15:32:57.2,114,2.642,0,2.703,1552,1
288,2017-10-12 15:32:59.2,114.5,2.656,0,2.717,1558,1
289,2017-10-12 15:33:01.2,114.5,2.676,0,2.737,1565,1
290,2017-10-12 15:33:03.2,114.5,2.693,0,2.754,1574,1
291,2017-10-12 15:33:05.2,114,2.707,0,2.768,1580,1
292,2017-10-12 15:33:07.2,114,2.724,0,2.785,1591,1
293,2017-10-12 15:33:09.2,114.4,2.734,0,2.795,1598,1
294,2017-10-12 15:33:11.2,114.1,2.745,0,2.806,1604,1
295,2017-10-12 15:33:13.2,113.9,2.747,0,2.807,1611,1
296,2017-10-12 15:33:15.2,113.7,2.747,0,2.806,1621,1
297,2017-10-12 15:33:17.2,114,2.75,0,2.811,1630,1
298,2017-10-12 15:33:19.2,114,2.77,0,2.831,1639,1
299,2017-10-12 15:33:21.2,114,2.789,0,2.85,1642,1
300,2017-10-12 15:33:23.2,114,2.79,0,2.851,1643,1
301,2017-10-12 15:33:25.2,114,2.795,0,2.856,1653,1
302,2017-10-12 15:33:27.2,114,2.801,0,2.862,1663,1
303,2017-10-12 15:33:29.2,113.7,2.808,0,2.869,1674,1
304,2017-10-12 15:33:31.2,113.7,2.815,0,2.876,1684,1
305,2017-10-12 15:33:33.2,113.5,2.82,0,2.881,1695,1
306,2017-10-12 15:33:35.2,113.8,2.828,0,2.889,1705,1
307,2017-10-12 15:33:37.2,114.2,2.835,0,2.896,1716,1
308,2017-10-12 15:33:39.2,114.1,2.842,0,2.903,1727,1
309,2017-10-12 15:33:41.2,114.2,2.848,0,2.909,1738,1
310,2017-10-12 15:33:43.2,114.3,2.855,0,2.916,1749,1
311,2017-10-12 15:33:45.2,114,2.86,0,2.921,1760,1
312,2017-10-12 15:33:47.2,114.7,2.872,0,2.933,1771,1
313,2017-10-12 15:33:49.2,114.3,2.88,0,2.941,1781,1
314,2017-10-12 15:33:51.2,114.2,2.884,0,2.945,1790,1
315,2017-10-12 15:33:53.2,114.2,2.894,0,2.955,1800,1
316,2017-10-12 15:33:55.2,114,2.896,0,2.957,1811,1
317,2017-10-12 15:33:57.2,114.1,2.901,0,2.962,1822,1
318,2017-10-12 15:33:59.2,113.8,2.92,0,2.981,1832,1
319,2017-10-12 15:34:01.2,114,2.94,0,3.001,1842,1
320,2017-10-12 15:34:03.2,114,2.957,0,3.018,1853,1
321,2017-10-12 15:34:05.2,114,2.972,0,3.033,1862,1
322,2017-10-12 15:34:07.2,114.5,2.989,0,3.05,1873,1
323,2017-10-12 15:34:09.2,114.5,2.998,0,3.059,1884,1
324,2017-10-12 15:34:11.2,114.2,3.013,0,3.074,1895,1
325,2017-10-12 15:34:13.2,114,3.029,0,3.09,1906,1
326,2017-10-12 15:34:15.2,114,3.04,0,3.101,1917,1
327,2017-10-12 15:34:17.2,113.8,3.053,0,3.114,1929,1
328,2017-10-12 15:35:28.0,113.7,3.061,0,0.049,1930,2
329,2017-10-12 15:35:30.0,112.8,3.031,0,0.049,2,2
330,2017-10-12 15:35:32.0,114,3.031,0,0.049,7,2
331,2017-10-12 15:35:34.0,113.5,3.034,0,0.052,14,2
332,2017-10-12 15:35:36.0,113.5,3.037,0,0.055,21,2
333,2017-10-12 15:35:38.0,113.5,3.04,0,0.058,29,2
334,2017-10-12 15:35:40.0,113.7,3.046,0,0.064,35,2
335,2017-10-12 15:35:42.0,113.9,3.054,0,0.072,42,2
336,2017-10-12 15:35:44.0,113.5,3.059,0,0.077,51,2
337,2017-10-12 15:35:46.0,113.6,3.061,0,0.079,60,2
338,2017-10-12 15:35:48.0,113.5,3.065,0,0.083,67,2
339,2017-10-12 15:35:50.0,113.3,3.069,0,0.087,73,2
340,2017-10-12 15:35:52.0,113.5,3.071,0,0.089,81,2
341,2017-10-12 15:35:54.0,113.2,3.078,0,0.096,89,2
342,2017-10-12 15:35:56.0,113.5,3.085,0,0.103,98,2
343,2017-10-12 15:35:58.1,113.2,3.094,0,0.112,109,2
344,2017-10-12 15:36:00.1,113.5,3.098,0,0.116,120,2
345,2017-10-12 15:36:02.1,113.5,3.103,0,0.121,131,2
346,2017-10-12 15:36:04.1,113,3.103,0,0.121,139,2
347,2017-10-12 15:36:06.1,113.7,3.103,0,0.121,146,2
348,2017-10-12 15:36:08.1,113.4,3.105,0,0.123,152,2
349,2017-10-12 15:36:10.1,113.5,3.108,0,0.126,159,2
350,2017-10-12 15:36:12.1,113.2,3.112,0,0.13,168,2
351,2017-10-12 15:36:14.1,113.2,3.115,0,0.133,179,2
352,2017-10-12 15:36:16.1,113.2,3.115,0,0.133,190,2
353,2017-10-12 15:36:18.1,112.8,3.116,0,0.134,199,2
354,2017-10-12 15:36:20.1,113.3,3.119,0,0.137,211,2
355,2017-10-12 15:36:22.1,113.5,3.122,0,0.14,219,2
356,2017-10-12 15:36:24.1,113.5,3.124,0,0.142,226,2
357,2017-10-12 15:36:26.1,113.2,3.126,0,0.144,232,2
358,2017-10-12 15:36:28.1,113.2,3.13,0,0.148,234,2
359,2017-10-12 15:36:30.1,113.3,3.135,0,0.153,241,2
360,2017-10-12 15:36:32.1,113.3,3.14,0,0.158,255,2
361,2017-10-12 15:36:34.1,113.2,3.143,0,0.161,266,2
362,2017-10-12 15:36:36.1,113.2,3.148,0,0.166,278,2
363,2017-10-12 15:36:38.1,113.2,3.153,0,0.171,289,2
364,2017-10-12 15:36:40.1,113.3,3.157,0,0.175,302,2
365,2017-10-12 15:36:42.1,113.5,3.162,0,0.18,314,2
366,2017-10-12 15:36:44.1,113,3.167,0,0.185,320,2
367,2017-10-12 15:36:46.1,112.5,3.173,0,0.191,328,2
368,2017-10-12 15:36:48.1,113,3.176,0,0.194,340,2
369,2017-10-12 15:36:50.1,113.1,3.178,0,0.196,351,2
370,2017-10-12 15:36:52.1,113.2,3.18,0,0.198,361,2
371,2017-10-12 15:36:54.1,113.3,3.182,0,0.2,371,2
372,2017-10-12 15:36:56.1,113.5,3.184,0,0.202,385,2
373,2017-10-12 15:36:58.1,113.2,3.189,0,0.207,398,2
374,2017-10-12 15:37:00.1,113,3.191,0,0.209,411,2
375,2017-10-12 15:37:02.1,113.2,3.196,0,0.214,424,2
376,2017-10-12 15:37:04.1,113.2,3.2,0,0.218,436,2
377,2017-10-12 15:37:06.1,113,3.202,0,0.22,449,2
378,2017-10-12 15:37:08.1,113.3,3.205,0,0.223,459,2
379,2017-10-12 15:37:10.1,113.3,3.207,0,0.225,468,2
380,2017-10-12 15:37:12.1,113.5,3.212,0,0.23,477,2
381,2017-10-12 15:37:14.1,113.4,3.212,0,0.23,485,2
382,2017-10-12 15:37:16.1,113.5,3.215,0,0.233,491,2
383,2017-10-12 15:37:18.1,113.1,3.218,0,0.236,504,2
384,2017-10-12 15:37:20.1,113.3,3.218,0,0.236,512,2
385,2017-10-12 15:37:22.1,112.8,3.225,0,0.243,521,2
386,2017-10-12 15:37:24.1,112.8,3.226,0,0.244,534,2
387,2017-10-12 15:37:26.1,113.2,3.23,0,0.248,537,2
388,2017-10-12 15:37:28.1,113.5,3.24,0,0.258,539,2
389,2017-10-12 15:37:30.1,113.3,3.242,0,0.26,540,2
390,2017-10-12 15:37:32.1,113.3,3.244,0,0.262,546,2
391,2017-10-12 15:37:34.1,112.5,3.25,0,0.268,555,2
392,2017-10-12 15:37:36.1,112.8,3.253,0,0.271,564,2
393,2017-10-12 15:37:38.1,112.8,3.257,0,0.275,573,2
394,2017-10-12 15:37:40.1,112.8,3.259,0,0.277,581,2
395,2017-10-12 15:37:42.1,113,3.261,0,0.279,593,2
396,2017-10-12 15:37:44.1,112.8,3.263,0,0.281,603,2
