No.,Date and time,FORCE [none] (32),Max [none] (28),TRAVEL [M] (3), DEPTH [none] (27),ROT COUNTER [pulses] (4),RPM [none] (11)
1575,2017-10-09 17:16:40.3,234.2,7.459,0.352,7.459,0,0
1576,2017-10-09 17:16:41.3,234.3,7.46,0.353,7.46,0,0
1577,2017-10-09 17:16:42.3,233.8,7.46,0.353,7.46,0,0
1578,2017-10-09 17:16:43.3,233.8,7.462,0.355,7.462,0,0
1579,2017-10-09 17:16:44.3,234.2,7.462,0.355,7.462,0,0
1580,2017-10-09 17:16:45.3,234,7.464,0.357,7.464,0,0
1581,2017-10-09 17:16:46.3,234.2,7.469,0.362,7.469,0,0
1582,2017-10-09 17:16:47.3,233.9,7.473,0.366,7.473,0,0
1583,2017-10-09 17:16:48.3,233.8,7.474,0.367,7.474,0,0
1584,2017-10-09 17:16:49.3,234,7.476,0.369,7.476,0,0
1585,2017-10-09 17:16:50.3,234,7.477,0.37,7.477,0,0
1586,2017-10-09 17:16:51.3,233.7,7.477,0.37,7.477,0,0
1587,2017-10-09 17:16:52.3,233.9,7.48,0.373,7.48,0,0
1588,2017-10-09 17:16:53.3,233.5,7.48,0.373,7.48,0,0
1589,2017-10-09 17:16:54.3,233.3,7.483,0.376,7.483,0,0
1590,2017-10-09 17:16:55.3,233.5,7.483,0.376,7.483,0,0
1591,2017-10-09 17:16:56.3,233.5,7.485,0.378,7.485,0,0
1592,2017-10-09 17:16:57.3,233.5,7.485,0.378,7.485,0,0
1593,2017-10-09 17:16:58.3,233.5,7.49,0.383,7.49,0,0
1594,2017-10-09 17:16:59.3,233.3,7.492,0.385,7.492,0,0
1595,2017-10-09 17:17:00.3,233.5,7.492,0.384,7.491,0,0
1596,2017-10-09 17:17:01.3,233.3,7.496,0.389,7.496,0,0
1597,2017-10-09 17:17:02.3,233.3,7.499,0.392,7.499,0,0
1598,2017-10-09 17:17:03.3,233.5,7.499,0.392,7.499,0,0
1599,2017-10-09 17:17:04.3,233.5,7.505,0.398,7.505,0,0
1600,2017-10-09 17:17:05.3,233.7,7.508,0.401,7.508,0,0
1601,2017-10-09 17:17:06.3,233.5,7.508,0.401,7.508,0,0
1602,2017-10-09 17:17:07.3,233.7,7.508,0.401,7.508,0,0
1603,2017-10-09 17:17:08.3,233.3,7.508,0.401,7.508,0,0
1604,2017-10-09 17:17:09.3,233.4,7.508,0.401,7.508,0,0
1605,2017-10-09 17:17:10.3,233.3,7.508,0.401,7.508,0,0
1606,2017-10-09 17:17:11.3,233.3,7.508,0.401,7.508,4,0
1607,2017-10-09 17:17:12.3,233.3,7.512,0.405,7.512,7,0
1608,2017-10-09 17:17:13.3,233.3,7.517,0.41,7.517,10,0
1609,2017-10-09 17:17:14.3,233.4,7.519,0.412,7.519,11,0
1610,2017-10-09 17:17:15.3,233.1,7.523,0.416,7.523,11,132
1611,2017-10-09 17:17:16.3,233,7.53,0.423,7.53,1,132
1612,2017-10-09 17:17:17.3,233,7.533,0.426,7.533,1,132
1613,2017-10-09 17:17:18.3,233.2,7.533,0.426,7.533,1,132
1614,2017-10-09 17:17:19.3,233.2,7.535,0.428,7.535,1,132
1615,2017-10-09 17:17:20.3,233.2,7.538,0.431,7.538,1,12
1616,2017-10-09 17:17:21.3,233,7.541,0.434,7.541,0,12
1617,2017-10-09 17:17:22.3,233.7,7.547,0.44,7.547,0,12
1618,2017-10-09 17:17:23.3,233.5,7.548,0.441,7.548,0,12
1619,2017-10-09 17:17:24.3,233.3,7.551,0.444,7.551,0,12
1620,2017-10-09 17:17:25.3,233.5,7.555,0.448,7.555,0,0
1621,2017-10-09 17:17:26.3,233,7.558,0.451,7.558,0,0
1622,2017-10-09 17:17:27.3,233.2,7.563,0.456,7.563,0,0
1623,2017-10-09 17:17:28.3,233.2,7.566,0.459,7.566,0,0
1624,2017-10-09 17:17:29.3,233,7.569,0.462,7.569,0,0
1625,2017-10-09 17:17:30.3,232.8,7.569,0.462,7.569,0,0
1626,2017-10-09 17:17:31.3,232.8,7.571,0.464,7.571,0,0
1627,2017-10-09 17:17:32.3,233,7.577,0.47,7.577,0,0
1628,2017-10-09 17:17:33.3,233.1,7.58,0.473,7.58,0,0
1629,2017-10-09 17:17:34.3,232.8,7.583,0.476,7.583,0,0
1630,2017-10-09 17:17:35.3,233.1,7.585,0.478,7.585,0,0
1631,2017-10-09 17:17:36.3,233.2,7.587,0.48,7.587,0,0
1632,2017-10-09 17:17:37.3,233,7.591,0.484,7.591,4,0
1633,2017-10-09 17:17:38.3,233.2,7.591,0.484,7.591,4,0
1634,2017-10-09 17:17:39.3,233,7.594,0.487,7.594,7,0
1635,2017-10-09 17:17:40.3,233,7.599,0.492,7.599,9,108
1636,2017-10-09 17:17:41.3,233.2,7.601,0.494,7.601,3,108
1637,2017-10-09 17:17:42.3,233.3,7.601,0.494,7.601,6,108
1638,2017-10-09 17:17:43.3,232.7,7.609,0.502,7.609,8,108
1639,2017-10-09 17:17:44.3,232.7,7.614,0.507,7.614,10,108
1640,2017-10-09 17:17:45.3,232.7,7.616,0.509,7.616,12,144
1641,2017-10-09 17:17:46.3,233,7.619,0.512,7.619,2,144
1642,2017-10-09 17:17:47.3,233,7.623,0.516,7.623,5,144
1643,2017-10-09 17:17:48.3,232.8,7.625,0.517,7.624,7,144
1644,2017-10-09 17:17:49.3,232.8,7.629,0.522,7.629,10,144
1645,2017-10-09 17:17:50.3,232.8,7.634,0.527,7.634,13,156
1646,2017-10-09 17:17:51.3,233,7.635,0.528,7.635,3,156
1647,2017-10-09 17:17:52.3,232.8,7.637,0.53,7.637,6,156
1648,2017-10-09 17:17:53.3,232.3,7.637,0.53,7.637,8,156
1649,2017-10-09 17:17:54.3,232.3,7.637,0.53,7.637,11,156
1650,2017-10-09 17:17:55.3,232.7,7.637,0.53,7.637,13,156
1651,2017-10-09 17:17:56.3,232.5,7.637,0.529,7.636,2,156
1652,2017-10-09 17:17:57.3,232.7,7.637,0.529,7.636,4,156
1653,2017-10-09 17:17:58.3,232.7,7.637,0.529,7.636,5,156
1654,2017-10-09 17:17:59.3,232.7,7.645,0.538,7.645,5,156
1655,2017-10-09 17:18:00.3,232.6,7.649,0.542,7.649,6,72
1656,2017-10-09 17:18:01.3,232.7,7.655,0.548,7.655,0,72
1657,2017-10-09 17:18:02.3,232.7,7.661,0.554,7.661,3,72
1658,2017-10-09 17:18:03.3,232.7,7.663,0.556,7.663,7,72
1659,2017-10-09 17:18:04.3,232.7,7.668,0.561,7.668,10,72
1660,2017-10-09 17:18:05.3,232.8,7.671,0.564,7.671,12,144
1661,2017-10-09 17:18:06.3,232.5,7.675,0.568,7.675,3,144
1662,2017-10-09 17:18:07.3,232.7,7.68,0.573,7.68,6,144
1663,2017-10-09 17:18:08.3,232.7,7.686,0.579,7.686,10,144
1664,2017-10-09 17:18:09.3,232.3,7.689,0.582,7.689,14,144
1665,2017-10-09 17:18:10.3,232.3,7.691,0.584,7.691,18,216
1666,2017-10-09 17:18:11.3,232.3,7.694,0.587,7.694,4,216
1667,2017-10-09 17:18:12.3,232.5,7.699,0.592,7.699,7,216
1668,2017-10-09 17:18:13.3,232.3,7.7,0.593,7.7,9,216
1669,2017-10-09 17:18:14.3,232.7,7.7,0.593,7.7,11,216
1670,2017-10-09 17:18:15.3,232.3,7.706,0.599,7.706,14,168
1671,2017-10-09 17:18:16.3,232.7,7.707,0.6,7.707,2,168
1672,2017-10-09 17:18:17.3,232.7,7.707,0.598,7.705,6,168
1673,2017-10-09 17:18:18.3,232.3,7.707,0.598,7.705,10,168
1674,2017-10-09 17:18:19.3,232.3,7.707,0.598,7.705,14,168
1675,2017-10-09 17:18:20.3,232.5,7.711,0.604,7.711,18,216
1676,2017-10-09 17:18:21.3,232.5,7.711,0.604,7.711,3,216
1677,2017-10-09 17:18:22.3,232.5,7.718,0.611,7.718,6,216
1678,2017-10-09 17:18:23.3,232.4,7.72,0.613,7.72,9,216
1679,2017-10-09 17:18:24.3,232.6,7.725,0.618,7.725,11,216
1680,2017-10-09 17:18:25.3,232.7,7.73,0.623,7.73,12,144
1681,2017-10-09 17:18:26.3,232.3,7.733,0.626,7.733,2,144
1682,2017-10-09 17:18:27.3,232.5,7.736,0.629,7.736,4,144
1683,2017-10-09 17:18:28.3,232.3,7.74,0.633,7.74,6,144
1684,2017-10-09 17:18:29.3,232.3,7.745,0.638,7.745,7,144
1685,2017-10-09 17:18:30.3,232.3,7.751,0.644,7.751,9,108
1686,2017-10-09 17:18:31.3,232.5,7.756,0.649,7.756,2,108
1687,2017-10-09 17:18:32.3,232.7,7.762,0.655,7.762,3,108
1688,2017-10-09 17:18:33.3,232.5,7.763,0.656,7.763,5,108
1689,2017-10-09 17:18:34.3,232.5,7.765,0.658,7.765,7,108
1690,2017-10-09 17:18:35.3,232.3,7.771,0.664,7.771,9,108
1691,2017-10-09 17:18:36.3,232.3,7.774,0.667,7.774,2,108
1692,2017-10-09 17:18:37.3,232.3,7.782,0.675,7.782,3,108
1693,2017-10-09 17:18:38.3,232,7.782,0.675,7.782,5,108
1694,2017-10-09 17:18:39.3,232.5,7.789,0.682,7.789,7,108
1695,2017-10-09 17:18:40.3,232.3,7.796,0.689,7.796,9,108
1696,2017-10-09 17:18:41.3,232.5,7.796,0.689,7.796,2,108
1697,2017-10-09 17:18:42.3,232.7,7.808,0.701,7.808,3,108
1698,2017-10-09 17:18:43.3,232.5,7.815,0.708,7.815,5,108
1699,2017-10-09 17:18:44.3,232.4,7.825,0.718,7.825,7,108
1700,2017-10-09 17:18:45.3,232.7,7.831,0.724,7.831,9,108
1701,2017-10-09 17:18:46.3,232.7,7.832,0.725,7.832,1,108
1702,2017-10-09 17:18:47.3,232.5,7.837,0.73,7.837,3,108
1703,2017-10-09 17:18:48.3,232.7,7.843,0.736,7.843,5,108
1704,2017-10-09 17:18:49.3,232.2,7.85,0.743,7.85,7,108
1705,2017-10-09 17:18:50.3,232.3,7.855,0.748,7.855,9,108
1706,2017-10-09 17:18:51.3,232.5,7.86,0.753,7.86,1,108
1707,2017-10-09 17:18:52.3,232.7,7.86,0.753,7.86,3,108
1708,2017-10-09 17:18:53.3,232.7,7.867,0.76,7.867,4,108
1709,2017-10-09 17:18:54.3,232.3,7.867,0.76,7.867,6,108
1710,2017-10-09 17:18:55.3,232.3,7.876,0.769,7.876,6,72
1711,2017-10-09 17:18:56.3,232.3,7.884,0.777,7.884,1,72
1712,2017-10-09 17:18:57.3,232,7.887,0.78,7.887,3,72
1713,2017-10-09 17:18:58.3,232.2,7.889,0.782,7.889,5,72
1714,2017-10-09 17:18:59.3,232.5,7.893,0.786,7.893,7,72
1715,2017-10-09 17:19:00.3,232.3,7.896,0.789,7.896,9,72
1716,2017-10-09 17:19:01.3,232.5,7.899,0.792,7.899,2,72
1717,2017-10-09 17:19:02.3,232.5,7.904,0.797,7.904,4,72
1718,2017-10-09 17:19:03.3,232.5,7.908,0.801,7.908,7,72
1719,2017-10-09 17:19:04.3,232.3,7.912,0.805,7.912,9,72
1720,2017-10-09 17:19:05.3,232.3,7.912,0.805,7.912,12,144
1721,2017-10-09 17:19:06.3,232,7.912,0.805,7.912,2,144
1722,2017-10-09 17:19:07.3,232,7.912,0.805,7.912,4,144
1723,2017-10-09 17:19:08.3,232.2,7.912,0.805,7.912,6,144
1724,2017-10-09 17:19:09.3,232,7.912,0.804,7.911,9,144
1725,2017-10-09 17:19:10.3,231.8,7.912,0.804,7.911,11,132
1726,2017-10-09 17:19:11.3,232.2,7.912,0.804,7.911,2,132
1727,2017-10-09 17:19:12.3,232.2,7.912,0.804,7.911,4,132
1728,2017-10-09 17:19:13.3,232.2,7.912,0.804,7.911,7,132
1729,2017-10-09 17:19:14.3,232.3,7.912,0.804,7.911,9,132
1730,2017-10-09 17:19:15.3,232.3,7.912,0.804,7.911,0,132
1731,2017-10-09 17:19:16.3,232.3,7.913,0.806,7.913,2,132
1732,2017-10-09 17:19:17.3,232,7.919,0.812,7.919,4,132
1733,2017-10-09 17:19:18.3,231.5,7.923,0.816,7.923,7,132
1734,2017-10-09 17:19:19.3,231.7,7.925,0.818,7.925,9,132
1735,2017-10-09 17:19:20.3,232.2,7.933,0.826,7.933,12,144
1736,2017-10-09 17:19:21.3,232.2,7.936,0.829,7.936,2,144
1737,2017-10-09 17:19:22.3,231.8,7.945,0.838,7.945,5,144
1738,2017-10-09 17:19:23.3,231.8,7.948,0.841,7.948,7,144
1739,2017-10-09 17:19:24.3,231.7,7.952,0.845,7.952,10,144
1740,2017-10-09 17:19:25.3,231.6,7.954,0.847,7.954,12,144
1741,2017-10-09 17:19:26.3,231.7,7.957,0.85,7.957,2,144
1742,2017-10-09 17:19:27.3,231.7,7.96,0.853,7.96,5,144
1743,2017-10-09 17:19:28.3,232,7.963,0.856,7.963,7,144
1744,2017-10-09 17:19:29.3,231.5,7.967,0.86,7.967,10,144
1745,2017-10-09 17:19:30.3,231.9,7.97,0.863,7.97,12,144
1746,2017-10-09 17:19:31.3,231.9,7.971,0.864,7.971,2,144
1747,2017-10-09 17:19:32.3,232,7.977,0.87,7.977,5,144
1748,2017-10-09 17:19:33.3,232.2,7.982,0.875,7.982,7,144
1749,2017-10-09 17:19:34.3,231.5,7.988,0.881,7.988,10,144
1750,2017-10-09 17:19:35.3,231.8,7.996,0.889,7.996,12,144
1751,2017-10-09 17:19:36.3,231.8,8,0.893,8,3,144
1752,2017-10-09 17:19:37.3,231.8,8.003,0.896,8.003,5,144
1753,2017-10-09 17:19:38.3,231.8,8.007,0.9,8.007,8,144
1754,2017-10-09 17:19:39.3,231.8,8.01,0.903,8.01,11,144
1755,2017-10-09 17:19:40.3,231.8,8.018,0.911,8.018,14,168
1756,2017-10-09 17:19:41.3,231.8,8.024,0.917,8.024,2,168
1757,2017-10-09 17:19:42.3,231.8,8.028,0.921,8.028,5,168
1758,2017-10-09 17:19:43.3,231.3,8.033,0.926,8.033,7,168
1759,2017-10-09 17:19:44.3,231.3,8.038,0.931,8.038,10,168
1760,2017-10-09 17:19:45.3,231.3,8.04,0.933,8.04,13,156
1761,2017-10-09 17:19:46.3,231.7,8.048,0.941,8.048,1,156
1762,2017-10-09 17:19:47.3,231.7,8.052,0.944,8.051,2,156
1763,2017-10-09 17:19:48.3,231.7,8.052,0.944,8.051,3,156
1764,2017-10-09 17:19:49.3,231.9,8.057,0.95,8.057,4,156
1765,2017-10-09 17:19:50.3,231.8,8.067,0.96,8.067,6,72
1766,2017-10-09 17:19:51.3,232,8.071,0.964,8.071,2,72
1767,2017-10-09 17:19:52.3,231.6,8.076,0.969,8.076,5,72
1768,2017-10-09 17:19:53.3,231.5,8.077,0.97,8.077,5,72
1769,2017-10-09 17:19:54.3,231.7,8.081,0.974,8.081,7,72
1770,2017-10-09 17:19:55.3,231.3,8.094,0.987,8.094,8,72
1771,2017-10-09 17:19:56.3,231.5,8.094,0.987,8.094,2,72
1772,2017-10-09 17:19:57.3,231.5,8.101,0.994,8.101,5,72
1773,2017-10-09 17:19:58.3,231.5,8.109,1.002,8.109,7,72
1774,2017-10-09 17:19:59.3,232,8.112,1.005,8.112,10,72
1775,2017-10-09 17:20:00.3,231.7,8.119,1.012,8.119,12,144
1776,2017-10-09 17:20:01.3,231.3,8.131,1.024,8.131,3,144
1777,2017-10-09 17:20:02.3,231.2,8.135,1.028,8.135,5,144
1778,2017-10-09 17:20:03.3,231.5,8.138,1.031,8.138,7,144
1779,2017-10-09 17:20:04.3,231,8.146,1.039,8.146,10,144
1780,2017-10-09 17:20:05.3,231,8.15,1.043,8.15,13,144
1781,2017-10-09 17:20:06.3,231.2,8.152,1.045,8.152,3,144
1782,2017-10-09 17:20:07.3,231.7,8.155,1.048,8.155,5,144
1783,2017-10-09 17:20:08.3,231.5,8.157,1.05,8.157,8,144
1784,2017-10-09 17:20:09.3,231.3,8.16,1.053,8.16,11,144
1785,2017-10-09 17:20:10.3,231.6,8.16,1.053,8.16,14,168
1786,2017-10-09 17:20:11.3,231.4,8.16,1.053,8.16,2,168
1787,2017-10-09 17:20:12.3,231.7,8.16,1.053,8.16,5,168
1788,2017-10-09 17:20:13.3,231.3,8.163,1.056,8.163,8,168
1789,2017-10-09 17:20:14.3,231.3,8.169,1.062,8.169,11,168
1790,2017-10-09 17:20:15.3,231.2,8.173,1.066,8.173,13,156
1791,2017-10-09 17:20:16.3,231.2,8.175,1.068,8.175,2,156
1792,2017-10-09 17:20:17.3,231.1,8.179,1.072,8.179,5,156
1793,2017-10-09 17:20:18.3,231,8.183,1.076,8.183,8,156
1794,2017-10-09 17:20:19.3,231.2,8.186,1.079,8.186,9,156
1795,2017-10-09 17:20:20.3,231,8.192,1.085,8.192,11,132
1796,2017-10-09 17:20:21.3,231.2,8.194,1.087,8.194,2,132
1797,2017-10-09 17:20:22.3,230.8,8.198,1.091,8.198,5,132
1798,2017-10-09 17:20:23.3,230.8,8.205,1.098,8.205,7,132
1799,2017-10-09 17:20:24.3,230.8,8.209,1.102,8.209,10,132
1800,2017-10-09 17:20:25.3,230.3,8.212,1.105,8.212,13,156
1801,2017-10-09 17:20:26.3,230.5,8.216,1.109,8.216,3,156
1802,2017-10-09 17:20:27.3,230.7,8.216,1.109,8.216,6,156
1803,2017-10-09 17:20:28.3,231,8.216,1.109,8.216,8,156
1804,2017-10-09 17:20:29.3,231,8.216,1.109,8.216,11,156
1805,2017-10-09 17:20:30.3,231.2,8.216,1.109,8.216,14,156
1806,2017-10-09 17:20:31.3,231,8.216,1.109,8.216,3,156
1807,2017-10-09 17:20:32.3,230.8,8.216,1.109,8.216,5,156
1808,2017-10-09 17:20:33.3,231,8.216,1.109,8.216,8,156
1809,2017-10-09 17:20:34.3,230.8,8.216,1.109,8.216,11,156
1810,2017-10-09 17:20:35.3,231.2,8.216,1.109,8.216,14,156
1811,2017-10-09 17:20:36.3,230.8,8.216,1.109,8.216,2,156
1812,2017-10-09 17:20:37.3,230.8,8.218,1.111,8.218,4,156
1813,2017-10-09 17:20:38.3,230.8,8.221,1.114,8.221,5,156
1814,2017-10-09 17:20:39.3,230.8,8.224,1.117,8.224,5,156
1815,2017-10-09 17:20:40.3,230.8,8.227,1.12,8.227,5,60
1816,2017-10-09 17:20:41.3,230.9,8.23,1.123,8.23,0,60
1817,2017-10-09 17:20:42.3,230.8,8.237,1.13,8.237,1,60
1818,2017-10-09 17:20:43.3,231.5,8.242,1.135,8.242,1,60
1819,2017-10-09 17:20:44.3,231,8.246,1.139,8.246,1,60
1820,2017-10-09 17:20:45.3,230.8,8.249,1.142,8.249,3,36
1821,2017-10-09 17:20:46.3,230.5,8.253,1.146,8.253,2,36
1822,2017-10-09 17:20:47.3,230.5,8.256,1.149,8.256,5,36
1823,2017-10-09 17:20:48.3,230.3,8.259,1.152,8.259,8,36
1824,2017-10-09 17:20:49.3,230.7,8.264,1.157,8.264,11,36
1825,2017-10-09 17:20:50.3,230.5,8.268,1.161,8.268,14,168
1826,2017-10-09 17:20:51.3,231,8.276,1.169,8.276,3,168
1827,2017-10-09 17:20:52.3,231.2,8.281,1.174,8.281,6,168
1828,2017-10-09 17:20:53.3,231,8.283,1.176,8.283,9,168
1829,2017-10-09 17:20:54.3,230.8,8.286,1.179,8.286,12,168
1830,2017-10-09 17:20:55.3,230.8,8.29,1.183,8.29,14,168
1831,2017-10-09 17:20:56.3,230.8,8.293,1.186,8.293,2,168
1832,2017-10-09 17:20:57.3,231,8.299,1.192,8.299,5,168
1833,2017-10-09 17:20:58.3,230.8,8.305,1.198,8.305,8,168
1834,2017-10-09 17:20:59.3,231.1,8.305,1.198,8.305,11,168
1835,2017-10-09 17:21:00.3,230.8,8.311,1.204,8.311,14,168
1836,2017-10-09 17:21:01.3,230.8,8.314,1.207,8.314,3,168
1837,2017-10-09 17:21:02.3,230.8,8.318,1.211,8.318,6,168
1838,2017-10-09 17:21:03.3,230.8,8.324,1.217,8.324,9,168
1839,2017-10-09 17:21:04.3,230.8,8.326,1.219,8.326,11,168
1840,2017-10-09 17:21:05.3,230.8,8.334,1.227,8.334,14,168
1841,2017-10-09 17:21:06.3,230.3,8.337,1.23,8.337,2,168
1842,2017-10-09 17:21:07.3,230.5,8.344,1.237,8.344,5,168
1843,2017-10-09 17:21:08.3,230.3,8.35,1.243,8.35,8,168
1844,2017-10-09 17:21:09.3,230.5,8.353,1.246,8.353,11,168
1845,2017-10-09 17:21:10.3,230.7,8.361,1.254,8.361,14,168
1846,2017-10-09 17:21:11.3,230.5,8.371,1.264,8.371,3,168
1847,2017-10-09 17:21:12.3,230.5,8.375,1.268,8.375,6,168
1848,2017-10-09 17:21:13.3,230.5,8.381,1.274,8.381,9,168
1849,2017-10-09 17:21:14.3,230.7,8.388,1.281,8.388,12,168
1850,2017-10-09 17:21:15.3,230.7,8.391,1.284,8.391,14,168
1851,2017-10-09 17:21:16.3,230.5,8.396,1.289,8.396,3,168
1852,2017-10-09 17:21:17.3,230.5,8.4,1.293,8.4,6,168
1853,2017-10-09 17:21:18.3,230.7,8.404,1.297,8.404,9,168
1854,2017-10-09 17:21:19.3,230.4,8.404,1.297,8.404,12,168
1855,2017-10-09 17:21:20.3,230.3,8.404,1.296,8.403,15,180
1856,2017-10-09 17:21:21.3,230.3,8.404,1.296,8.403,3,180
1857,2017-10-09 17:21:22.3,230.3,8.404,1.292,8.399,6,180
1858,2017-10-09 17:21:23.3,230.2,8.404,1.292,8.399,9,180
1859,2017-10-09 17:21:24.3,229.8,8.404,1.293,8.4,12,180
1860,2017-10-09 17:21:25.3,230.2,8.41,1.303,8.41,13,156
1861,2017-10-09 17:21:26.3,229.8,8.42,1.313,8.42,2,156
1862,2017-10-09 17:21:27.3,229.8,8.427,1.32,8.427,5,156
1863,2017-10-09 17:21:28.3,230.2,8.43,1.323,8.43,8,156
1864,2017-10-09 17:21:29.3,230.2,8.435,1.328,8.435,11,156
1865,2017-10-09 17:21:30.3,229.8,8.446,1.339,8.446,13,156
1866,2017-10-09 17:21:31.3,229.7,8.451,1.344,8.451,2,156
1867,2017-10-09 17:21:32.3,229.7,8.457,1.35,8.457,5,156
1868,2017-10-09 17:21:33.3,230.2,8.465,1.358,8.465,8,156
1869,2017-10-09 17:21:34.3,229.8,8.469,1.362,8.469,10,156
1870,2017-10-09 17:21:35.3,229.8,8.473,1.366,8.473,13,156
1871,2017-10-09 17:21:36.3,229.8,8.477,1.37,8.477,3,156
1872,2017-10-09 17:21:37.3,229.8,8.484,1.377,8.484,5,156
1873,2017-10-09 17:21:38.3,229.8,8.492,1.385,8.492,8,156
1874,2017-10-09 17:21:39.3,229.5,8.498,1.391,8.498,10,156
1875,2017-10-09 17:21:40.3,229.7,8.504,1.397,8.504,13,156
1876,2017-10-09 17:21:41.3,229.7,8.51,1.403,8.51,2,156
1877,2017-10-09 17:21:42.3,229.3,8.518,1.411,8.518,5,156
1878,2017-10-09 17:21:43.3,229.4,8.522,1.415,8.522,7,156
1879,2017-10-09 17:21:44.3,229.7,8.529,1.422,8.529,10,156
1880,2017-10-09 17:21:45.3,229.7,8.536,1.429,8.536,13,156
1881,2017-10-09 17:21:46.3,229.7,8.536,1.429,8.536,3,156
1882,2017-10-09 17:21:47.3,229.7,8.546,1.439,8.546,5,156
1883,2017-10-09 17:21:48.3,229.3,8.553,1.446,8.553,6,156
1884,2017-10-09 17:21:49.3,229.5,8.556,1.449,8.556,8,156
1885,2017-10-09 17:21:50.3,229.3,8.568,1.461,8.568,10,120
1886,2017-10-09 17:21:51.3,229.5,8.573,1.466,8.573,1,120
1887,2017-10-09 17:21:52.3,230.2,8.576,1.469,8.576,1,120
1888,2017-10-09 17:21:53.3,230.2,8.582,1.475,8.582,1,120
1889,2017-10-09 17:21:54.3,229.8,8.586,1.479,8.586,1,120
1890,2017-10-09 17:21:55.3,229.8,8.592,1.485,8.592,1,12
1891,2017-10-09 17:21:56.3,230.2,8.597,1.49,8.597,0,12
1892,2017-10-09 17:21:57.3,229.8,8.599,1.492,8.599,0,12
1893,2017-10-09 17:21:58.3,229.8,8.605,1.498,8.605,0,12
1894,2017-10-09 17:21:59.3,229.8,8.607,1.5,8.607,0,12
1895,2017-10-09 17:22:00.3,229.7,8.61,1.503,8.61,0,0
1896,2017-10-09 17:22:01.3,229.5,8.61,1.503,8.61,0,0
1897,2017-10-09 17:22:02.3,229.5,8.613,1.506,8.613,0,0
1898,2017-10-09 17:22:03.3,229.3,8.616,1.508,8.615,0,0
1899,2017-10-09 17:22:04.3,229.7,8.619,1.512,8.619,0,0
1900,2017-10-09 17:22:05.3,229.7,8.622,1.515,8.622,0,0
1901,2017-10-09 17:22:06.3,229.5,8.625,1.518,8.625,0,0
1902,2017-10-09 17:22:07.3,229.4,8.628,1.521,8.628,0,0
1903,2017-10-09 17:22:08.3,229.6,8.638,1.531,8.638,0,0
1904,2017-10-09 17:22:09.3,229.7,8.639,1.532,8.639,0,0
1905,2017-10-09 17:22:10.3,229.7,8.645,1.537,8.644,1,12
1906,2017-10-09 17:22:11.3,229.7,8.648,1.541,8.648,3,12
1907,2017-10-09 17:22:12.3,229.8,8.652,1.545,8.652,4,12
1908,2017-10-09 17:22:13.3,229.8,8.659,1.552,8.659,7,12
1909,2017-10-09 17:22:14.3,229.3,8.66,1.553,8.66,10,12
1910,2017-10-09 17:22:15.3,229.7,8.663,1.556,8.663,13,156
1911,2017-10-09 17:22:16.3,229.5,8.67,1.563,8.67,3,156
1912,2017-10-09 17:22:17.3,229.7,8.676,1.569,8.676,6,156
1913,2017-10-09 17:22:18.3,229.7,8.678,1.571,8.678,9,156
1914,2017-10-09 17:22:19.3,229.5,8.683,1.576,8.683,10,156
1915,2017-10-09 17:22:20.3,229.5,8.686,1.579,8.686,11,132
1916,2017-10-09 17:22:21.3,229.5,8.69,1.583,8.69,1,132
1917,2017-10-09 17:22:22.3,229.7,8.695,1.587,8.694,2,132
1918,2017-10-09 17:22:23.3,229.3,8.695,1.587,8.694,2,132
1919,2017-10-09 17:22:24.3,229.7,8.695,1.585,8.692,4,132
1920,2017-10-09 17:22:25.3,229.3,8.695,1.585,8.692,7,84
1921,2017-10-09 17:22:26.3,229.3,8.695,1.585,8.692,3,84
1922,2017-10-09 17:22:27.3,229.3,8.695,1.585,8.692,5,84
1923,2017-10-09 17:22:28.3,229.3,8.695,1.588,8.695,5,84
1924,2017-10-09 17:22:29.3,229.2,8.704,1.597,8.704,7,84
1925,2017-10-09 17:22:30.3,229.2,8.708,1.601,8.708,8,96
1926,2017-10-09 17:22:31.3,229.5,8.716,1.609,8.716,0,96
1927,2017-10-09 17:22:32.3,229.3,8.719,1.612,8.719,1,96
1928,2017-10-09 17:22:33.3,229,8.725,1.618,8.725,4,96
1929,2017-10-09 17:22:34.3,228.9,8.729,1.622,8.729,8,96
1930,2017-10-09 17:22:35.3,229,8.733,1.626,8.733,10,120
1931,2017-10-09 17:22:36.3,229,8.739,1.632,8.739,2,120
1932,2017-10-09 17:22:37.3,229,8.746,1.639,8.746,6,120
1933,2017-10-09 17:22:38.3,229.3,8.75,1.643,8.75,9,120
1934,2017-10-09 17:22:39.3,229.7,8.754,1.647,8.754,13,120
1935,2017-10-09 17:22:40.3,229.2,8.76,1.653,8.76,17,120
1936,2017-10-09 17:22:41.3,229.2,8.764,1.657,8.764,3,120
1937,2017-10-09 17:22:42.3,229,8.773,1.666,8.773,7,120
1938,2017-10-09 17:22:43.3,229.5,8.779,1.672,8.779,11,120
1939,2017-10-09 17:22:44.3,229.3,8.779,1.672,8.779,15,120
1940,2017-10-09 17:22:45.3,229.5,8.79,1.683,8.79,18,216
1941,2017-10-09 17:22:46.3,229.3,8.795,1.688,8.795,3,216
1942,2017-10-09 17:22:47.3,229.3,8.797,1.69,8.797,7,216
